short_name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,work_rate,player_tags,team_position,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,player_traits
J. Clarke,20,175,65,Republic of Ireland,Aston Villa,54,68,Left,Medium/Medium,,RES,2016-07-01,2020,,,62,37,53,53,51,49,
S. Al Wehimid,21,180,79,Saudi Arabia,Abha Club,54,68,Right,Medium/Medium,,SUB,,2020,,,,,,,,,
T. Campulka,20,186,76,Germany,Chemnitzer FC,54,68,Right,Medium/Medium,,SUB,2018-04-29,2020,,,56,33,45,51,54,60,
M. Schmeling,19,180,77,Germany,MSV Duisburg,54,68,Left,Medium/Medium,,SUB,2018-07-01,2020,,,62,31,37,51,54,60,
I. Núñez,20,175,69,Chile,Unión Española,54,68,Right,Medium/Medium,,RES,2018-01-01,2022,,,59,28,41,35,55,58,
M. Almeida,20,185,72,Sweden,Helsingborgs IF,54,68,Left,Medium/Low,,SUB,2018-03-19,2021,,,71,45,49,58,28,51,
M. Williams,19,184,68,England,Coventry City,54,68,Right,Medium/Medium,,SUB,2018-07-31,2021,,,63,28,34,37,53,57,
T. Haltvik,19,180,73,Norway,Rosenborg BK,54,68,Right,Medium/Low,,RES,2018-09-06,2023,,,66,55,38,48,20,50,
A. Brennan,18,170,61,England,Cheltenham Town,54,68,Right,High/Medium,,SUB,2019-05-10,2020,,,73,47,49,57,46,58,
P. Pyrdoł,20,178,63,Poland,LKS Lodz,54,68,Right,High/Low,,RES,2016-07-01,2020,,,67,43,52,56,22,40,
M. Wagner,18,187,82,Germany,Bayern München II,54,68,Right,Medium/Medium,,RES,2019-07-01,2020,,,,,,,,,
M. Gyamfi,19,185,75,Germany,VfL Bochum 1848,54,68,Right,Medium/Medium,,RES,2019-07-01,2020,,,71,26,32,36,55,57,
Lee Gwang Yeon,19,184,85,Korea Republic,Gangwon FC,54,68,Right,Medium/Medium,,SUB,2019-01-04,2023,,,,,,,,,
J. Lamy,19,185,78,France,Rotherham United,54,68,Right,Medium/Medium,,SUB,2019-07-01,2020,,,81,48,45,54,23,40,
K. Ibrahim,19,188,86,Germany,1. FC Heidenheim 1846,54,68,Right,Medium/Medium,,RES,2019-07-01,2020,,,,,,,,,
E. Asomani,19,170,65,Ghana,Waasland-Beveren,54,68,Right,Medium/Medium,,RES,2019-07-01,2023,,,65,54,36,52,20,43,
Y. Marchand,19,181,65,Switzerland,FC Basel 1893,54,68,Right,Medium/High,,RES,2019-04-19,2021,,,57,40,53,54,54,51,
A. O'Neill,18,175,69,England,Accrington Stanley,54,68,Right,High/Medium,,RES,2019-07-19,2020,,,76,51,43,55,26,51,
L. Doyle,18,178,71,England,Accrington Stanley,54,68,Right,Medium/Medium,,RES,2019-08-02,2020,,,70,50,51,57,48,63,
M. Nilsson,19,183,65,Sweden,Falkenbergs FF,54,68,Right,Medium/High,,SUB,2019-08-04,2021,,,66,36,45,54,55,55,
L. Otto,18,189,83,Germany,1. FC Kaiserslautern,54,68,Right,Medium/Medium,,SUB,2019-07-01,2022,,,,,,,,,
C. Davis,21,165,68,Republic of Ireland,Derry City,54,67,Right,Medium/Medium,,SUB,2019-07-01,2020,,,64,49,43,55,25,55,
Park Sung Min,20,181,77,Korea Republic,FC Seoul,54,67,Right,Medium/Medium,,RES,2017-01-01,2022,,,67,49,40,51,21,54,
J. Isaksen,19,183,68,Norway,Kristiansund BK,54,67,Right,Medium/Medium,,SUB,2017-06-28,2019,,,61,46,52,53,42,56,
Qian Yumiao,21,181,69,China PR,Tianjin Quanjian FC,54,67,Right,Medium/Medium,,SUB,2017-07-13,2021,,,57,23,34,33,53,60,
C. Goteni,20,180,77,France,Grenoble Foot 38,54,67,Left,Medium/Medium,,SUB,2019-07-01,2020,,,60,24,29,32,56,59,
N. James,18,185,78,Australia,Newcastle Jets,54,67,Right,Medium/Medium,,SUB,2018-07-01,2020,,,,,,,,,
S. Naruse,18,166,63,Japan,Nagoya Grampus,54,67,Right,Low/Medium,,RES,2019-01-01,2020,,,65,36,47,62,50,50,
J. López,20,175,72,Chile,CD Everton de Viña del Mar,54,67,Left,Medium/Medium,,SUB,2019-01-20,2023,,,66,28,41,51,54,60,
P. Vivanco,19,185,75,Peru,CD Huachipato,54,67,Right,Medium/Medium,,RES,2019-01-01,2023,,,58,38,52,51,55,41,
T. Leak,18,188,80,England,Walsall,54,67,Right,Medium/Medium,,RES,2019-06-01,2020,,,65,26,34,41,51,65,
B. Thompson,18,188,72,England,Tranmere Rovers,54,67,Right,Medium/Medium,,RES,2019-06-28,2020,,,70,52,37,53,21,61,
K. Klefisch,19,186,75,Germany,Viktoria Köln,54,67,Right,Medium/Medium,,RES,2018-07-01,2020,,,61,42,46,52,52,55,
L. Pilling,21,185,69,Wales,Tranmere Rovers,54,66,Right,Medium/Medium,,SUB,2013-11-16,2020,,,,,,,,,
T. Lauritsen,21,192,70,Norway,Odds BK,54,66,Right,Medium/Medium,,SUB,2018-01-18,2020,,,58,51,43,49,43,62,
J. Lindgren,21,184,80,Sweden,IFK Norrköping,54,66,Right,Medium/Medium,,RES,2016-04-06,2022,,,,,,,,,
P. Doyle,21,177,73,Republic of Ireland,UCD AFC,54,66,Left,Medium/Medium,,LDM,2018-03-01,2019,,,55,34,55,60,40,56,
O. Edlund,19,180,65,Sweden,Hammarby IF,54,66,Right,Medium/Medium,,RES,2017-01-01,2022,,,64,52,45,50,23,50,
R. Strechie,18,174,70,Romania,Venezia FC,54,66,Left,Medium/Medium,,RES,2016-07-01,2022,,,60,39,53,54,47,60,
F. Al Tryes,22,170,63,Saudi Arabia,Ettifaq FC,54,66,Right,Medium/Low,,RES,2016-07-01,2021,,,74,42,47,59,31,37,
Y. Barka,21,183,74,France,AS Nancy Lorraine,54,66,Right,Medium/Medium,,SUB,2017-11-17,2021,,,57,57,46,51,20,51,
E. Kalsaas,18,173,63,Norway,SK Brann,54,66,Right,Medium/Medium,,SUB,2018-01-01,2020,,,69,31,44,50,48,59,
D. Pik,18,177,74,Poland,Cracovia,54,66,Right,Medium/Medium,,SUB,2018-01-21,2022,,,75,50,43,58,28,49,
S. Faiqi,19,175,74,Sweden,IK Sirius,54,66,Right,Medium/Medium,,RES,2018-01-01,2021,,,63,40,51,55,44,54,
J. Hernández,21,175,64,Mexico,Club León,54,66,Right,Medium/High,,RES,2017-11-04,2022,,,50,34,41,55,58,48,
J. Brendieck,20,194,88,Germany,MSV Duisburg,54,66,Right,Medium/Medium,,SUB,2018-07-01,2020,,,,,,,,,
M. Pfeifer,19,189,78,Austria,TSV Hartberg,54,66,Right,Medium/Medium,,RES,2017-07-01,2022,,,66,26,36,41,53,58,
A. Garattoni,21,180,74,Italy,Crotone,54,66,Right,Medium/Medium,,RES,2018-07-25,2021,,,63,27,39,47,52,58,
T. Wood,20,185,75,England,AFC Wimbledon,54,66,Right,Medium/Medium,,SUB,2018-07-01,2020,,,58,49,48,47,26,64,
S. Barone,20,184,73,Italy,Spezia,54,66,Right,Medium/Medium,,SUB,2018-07-01,2022,,,,,,,,,
I. Umbdenstock,20,178,67,France,FC Sochaux-Montbéliard,54,66,Left,Medium/Medium,,SUB,2018-07-01,2022,,,56,37,49,55,50,58,
W. Jakobsson,17,189,84,Sweden,AFC Eskilstuna,54,66,Right,Medium/Medium,,RES,2018-07-30,2021,,,,,,,,,
P. Cárdenas,19,177,78,Chile,CD Cobresal,54,66,Right,Medium/Medium,,RES,2019-02-16,2022,,,61,46,54,55,47,58,
A. Balicki,19,182,71,Poland,Wisła Kraków,54,66,Right,Medium/Medium,,RES,2019-02-28,2022,,,66,53,37,50,20,56,
M. Hansen,18,174,65,Denmark,SønderjyskE,54,66,Right,Medium/Medium,,SUB,2019-04-10,2024,,,68,45,54,55,40,50,
N. Köpf,19,180,70,Austria,TSV Hartberg,54,66,Right,Medium/Medium,,RES,2019-07-01,2023,,,65,42,52,55,45,63,
K. Adams,18,179,73,England,Oldham Athletic,54,66,Right,Medium/Medium,,SUB,2019-07-30,2020,,,68,51,35,50,27,64,
T. Seferi,22,184,78,Albania,Neuchâtel Xamax,54,65,Right,High/Low,,RS,,2020,,,61,52,40,53,26,61,
A. Vassallo,21,180,72,Italy,Bologna,54,65,Right,Medium/Medium,,RES,2016-09-28,2022,,,61,55,40,53,20,43,
R. Lovett,22,183,74,England,Cheltenham Town,54,65,Right,Medium/Medium,,SUB,2015-08-03,2020,,,,,,,,,
A. Muhamedbegovic,20,186,75,Austria,SKN St. Pölten,54,65,Left,Medium/Medium,,RES,2016-07-01,2020,,,54,25,29,29,54,55,
R. Shibamoto,19,172,59,Japan,Gamba Osaka,54,65,Right,Medium/Medium,,RES,2018-07-16,2022,,,66,46,53,54,36,36,
A. Rose,20,175,68,Jamaica,Grimsby Town,54,65,Left,Medium/Medium,,SUB,2017-01-01,2020,,,87,52,38,51,33,46,
N. Perry,19,175,70,Sweden,Östersunds FK,54,65,Right,Medium/Medium,,RES,2019-07-04,2022,,,63,44,52,58,24,41,
J. Breitfeld,22,189,73,Germany,FC Ingolstadt 04,54,65,Right,Medium/Medium,,RES,2018-01-31,2021,,,63,48,53,49,38,61,
A. Díaz,19,167,60,Mexico,Club Tijuana,54,65,Right,Medium/Low,,RES,2018-07-01,2022,,,65,61,52,61,51,39,
N. Celic,20,184,74,Austria,LASK Linz,54,65,Left,Medium/Medium,,RES,2018-07-01,2022,,,55,33,48,53,53,58,
H. Al Shaie,21,167,59,Saudi Arabia,Al Hazem,54,65,Right,Medium/Medium,,SUB,2018-07-28,2023,,,69,52,48,55,16,41,
R. Campbell,19,187,82,England,Gillingham,54,65,Left,High/Medium,,SUB,2018-11-13,2021,,,78,48,32,52,22,69,"Injury Free, Selfish, Early Crosser"
Lee Joon Suk,19,179,69,Korea Republic,Incheon United FC,54,65,Right,Medium/Medium,,SUB,2019-01-01,2023,,,70,44,45,57,57,53,
F. Ferk,20,184,75,Austria,SK Sturm Graz,54,65,Right,Medium/Medium,,RES,2019-01-01,2020,,,61,30,36,34,54,57,
H. McKirdy,22,170,67,Scotland,Carlisle United,54,64,Right,Medium/Medium,,LW,2019-07-01,2020,,,71,51,48,59,31,39,
Kang Yun Seong,22,172,65,Korea Republic,Jeju United FC,54,64,Right,High/Medium,,RES,2019-01-10,2020,,,61,49,54,56,47,62,
M. Kwietniewski,20,174,69,Poland,Wisła Płock,54,64,Left,Medium/Medium,,RES,,2020,,,78,51,45,60,25,49,
Duan Liuyu,20,176,73,China PR,Shandong Luneng TaiShan FC,54,64,Right,Medium/Medium,,RM,2018-07-15,2022,,,75,51,48,55,24,51,
T. Lillevold Johnsen,19,178,75,Norway,FK Bodø/Glimt,54,64,Right,Medium/Medium,,RES,2018-09-07,2020,,,70,50,44,59,28,44,
A. Campos,19,178,77,Switzerland,FC St. Gallen,54,64,Right,High/Medium,,RES,2018-01-01,2022,,,69,50,37,54,20,55,
J. Collins,22,182,77,Republic of Ireland,UCD AFC,54,64,Left,Medium/Medium,,RCB,2016-02-01,2019,,,49,22,38,39,53,58,
A. Abrahamsson,19,187,75,Sweden,Djurgårdens IF,54,64,Right,Medium/Medium,,SUB,2019-01-01,2020,,,52,24,35,50,49,66,
D. St. Clair,22,190,75,Canada,Minnesota United FC,54,64,Left,Medium/Medium,,RES,2019-01-11,2022,,,,,,,,,
J. Hass,21,186,88,Argentina,Club Atlético Colón,54,64,Right,Medium/Medium,,RES,2018-06-10,2022,,,,,,,,,
R. Lora,21,181,75,Colombia,Unión Magdalena,54,64,Right,Medium/Medium,,SUB,2019-02-08,2022,,,60,37,50,54,52,59,
C. Montgomery,22,185,84,Canada,FC Dallas,54,64,Right,Low/High,,RES,2019-02-21,2022,,,50,24,28,32,52,65,
R. McLean,20,185,78,England,Doncaster Rovers,54,64,Right,Medium/Medium,,RES,2019-01-15,2020,,,62,25,32,34,52,64,
A. Corban,21,180,78,Romania,FC Botoşani,54,64,Right,Medium/Medium,,SUB,2018-06-30,2023,,,67,42,50,56,27,53,
R. Hauk,20,194,83,Germany,SV Sandhausen,54,64,Right,Medium/Medium,,SUB,2019-07-01,2020,,,53,27,29,31,53,65,
B. Lauton,19,178,66,Australia,Melbourne Victory,54,64,Right,Medium/Medium,,SUB,2019-08-07,2020,,,65,26,48,69,45,46,Crowd Favourite
T. Salazar,19,170,60,Colombia,Rionegro Águilas,54,64,Right,Medium/Medium,,RES,2019-07-08,2023,,,63,47,54,54,39,39,
D. Tobin,22,172,72,Republic of Ireland,UCD AFC,54,63,Right,Medium/Medium,,RB,2013-07-01,2019,,,70,25,50,57,49,52,
D. Gorman,23,180,70,Northern Ireland,Leyton Orient,54,63,Right,Medium/Medium,,SUB,2018-07-01,2020,,,63,42,55,52,51,66,Injury Prone
N. Sylvestre,21,173,73,Switzerland,Neuchâtel Xamax,54,63,Right,Medium/High,,SUB,2019-07-01,2021,,,58,33,48,52,51,57,Power Free-Kick
K. Krygård,19,184,80,Norway,FK Haugesund,54,63,Right,Medium/Medium,,SUB,2016-01-01,2022,,,56,50,39,54,22,59,
P. Burke,23,181,88,Republic of Ireland,Finn Harps,54,63,Right,Medium/Medium,,SUB,2017-07-31,2019,,,,,,,,,
Li Chenglong,22,178,64,China PR,Beijing Renhe FC,54,63,Right,Medium/Medium,,SUB,2017-07-14,2020,,,78,27,35,50,52,49,
A. Baun,23,193,85,Denmark,Hobro IK,54,63,Right,High/Medium,,RES,2018-01-01,2021,,,79,44,49,51,30,57,Power Free-Kick
S. Fukahori,21,178,67,Japan,Nagoya Grampus,54,63,Right,Medium/Low,,RES,2017-01-01,2020,,,70,55,47,54,22,53,
K. Krzepisz,19,190,83,Poland,Arka Gdynia,54,63,Right,Medium/Medium,,SUB,2018-07-09,2020,,,,,,,,,
B. Syla,21,169,66,Austria,Wolfsberger AC,54,63,Right,Medium/Low,,RES,2018-07-01,2021,,,63,45,50,58,36,42,
P. Cleary,20,177,65,Republic of Ireland,St. Patrick's Athletic,54,63,Right,Medium/Medium,,SUB,2018-06-15,2021,,,67,33,41,55,52,54,
G. Forrest,19,185,81,England,Crawley Town,54,63,Right,Medium/Medium,,RES,2019-07-26,2021,,,58,23,36,34,52,61,
H. Paton,21,175,70,Canada,Ross County FC,54,62,Right,Medium/Medium,,RES,2018-07-01,2021,,,57,38,54,61,52,49,
A. Ajeti,22,186,82,Switzerland,FC St. Gallen,54,62,Left,Medium/Medium,,SUB,2017-07-01,2021,,,46,27,26,30,53,59,
S. Warde,21,185,80,Republic of Ireland,Sligo Rovers,54,62,Right,Medium/Medium,,SUB,2019-07-01,2019,,,67,49,55,53,50,58,
B. Al Bahrani,24,176,76,Saudi Arabia,Al Fateh,54,62,Right,Medium/Medium,,SUB,2013-07-01,2021,,,,,,,,,
N. Muñoz,21,167,63,Chile,CD Universidad de Concepción,54,62,Right,Medium/Medium,,RES,2018-07-01,2019,,,68,49,46,53,21,59,
Y. Ono,22,179,70,Japan,Matsumoto Yamaga,54,62,Right,Low/Medium,,RES,2019-01-01,2021,,,70,27,35,48,52,55,
A. Nilsson,21,187,82,Sweden,Helsingborgs IF,54,62,Right,Medium/Medium,,RES,2019-07-31,2023,,,,,,,,,
C. McKenna,21,193,80,Scotland,Hamilton Academical FC,54,62,Right,Medium/Medium,,SUB,2019-07-01,2023,,,61,24,28,34,55,55,
E. Tia,22,179,69,Ivory Coast,FC Luzern,54,62,Right,High/Medium,,SUB,2019-02-18,2020,,,65,49,52,53,27,49,
M. Virtanen,20,177,75,Finland,Aberdeen,54,62,Right,Medium/Medium,,RES,2019-07-01,2021,,,61,40,52,54,48,54,
R. Millen,24,188,75,Scotland,Kilmarnock,54,61,Right,Medium/Medium,,SUB,2018-07-13,2023,,,63,27,33,50,59,57,
Zhang Yan,22,184,60,China PR,Jiangsu Suning FC,54,61,Right,Medium/Medium,,RES,2018-07-13,2022,,,,,,,,,
M. Al Sharimi,24,175,71,Saudi Arabia,Al Raed,54,61,Right,Medium/High,,SUB,2017-06-12,2022,,,60,25,40,46,52,62,
Liu Boyang,22,182,72,China PR,Beijing Renhe FC,54,61,Right,High/Medium,,SUB,2018-01-01,2020,,,64,26,39,49,55,54,
M. Russell,23,178,70,Scotland,Finn Harps,54,61,Left,Medium/Medium,,SUB,2019-01-25,2019,,,62,31,45,56,50,53,
J. Iredale,23,184,70,Australia,Carlisle United,54,61,Left,Medium/Medium,,SUB,2019-07-01,2020,,,65,27,39,53,51,59,
B. Cespedes,24,181,72,Switzerland,Servette FC,54,61,Right,Medium/Medium,,SUB,2013-07-01,2020,,,62,48,53,52,53,56,
J. van Stappershoef,23,199,78,Netherlands,Bristol Rovers,54,61,Right,Medium/Medium,,SUB,2019-07-01,2021,,,,,,,,,
M. Southam,23,173,69,Wales,Fleetwood Town,54,60,Right,High/Medium,,RES,2019-02-03,2020,,,67,43,51,54,53,41,
K. Riascos,24,183,82,Colombia,Jaguares de Córdoba,54,60,Right,Medium/Medium,,LCB,2019-07-15,2020,,,56,22,34,38,54,56,
T. Issa,21,170,70,England,Colchester United,54,59,Left,Medium/Medium,,RES,2015-07-15,2020,,,77,53,44,59,22,36,
A. Reid,23,178,78,England,Stevenage,54,59,Right,High/Medium,,RES,2018-07-19,2020,,,79,52,38,51,19,55,
Mao Haoyu,22,180,64,China PR,Tianjin TEDA FC,54,59,Right,Medium/Low,,SUB,2018-01-01,2022,,,71,55,40,50,25,41,
U. Castagnoli,25,170,62,Chile,Coquimbo Unido,54,59,Right,Medium/High,,SUB,2017-12-19,2020,,,64,50,52,55,38,45,
C. Achim,23,188,78,Romania,FC Voluntari,54,59,Right,Medium/Medium,,RES,2014-01-01,2022,,,61,24,30,37,55,58,
P. Krawczyk,24,188,79,Poland,Górnik Zabrze,54,59,Right,High/Low,,SUB,2019-07-01,2021,,,57,58,34,51,19,56,
H. Cardwell,22,188,72,Scotland,Grimsby Town,54,58,Right,High/Medium,,SUB,2017-07-17,2020,,,71,51,38,50,34,57,
Zhang Wentao,26,187,83,China PR,Henan Jianye FC,54,57,Right,High/Low,,SUB,2019-01-15,2021,,,62,54,34,45,28,64,
Yang Fan,23,182,75,China PR,Tianjin TEDA FC,54,57,Right,Medium/High,,RCB,2018-02-28,2021,,,58,26,49,56,51,57,
D. Centeno,26,168,69,Venezuela,Deportes Tolima,54,57,Right,Medium/Medium,,SUB,2018-07-01,2023,,,64,45,51,55,41,58,
B. Correa,26,172,69,Colombia,Unión Magdalena,54,56,Left,Medium/Medium,,SUB,2019-01-01,2022,,,57,27,36,54,56,50,
O. Yılmaz,26,185,82,Turkey,Denizlispor,54,56,Right,Medium/Medium,,SUB,2019-01-15,2020,,,55,23,30,32,54,61,
K. Smith,27,180,81,United States,Orlando City SC,54,55,Right,High/High,,RES,2018-12-19,2019,,,56,25,39,50,52,60,
K. Rozmus,25,179,69,Poland,LKS Lodz,54,55,Left,High/Medium,,RES,2016-02-13,2020,,,70,27,38,49,51,60,
G. Bruna,28,170,64,Argentina,Derry City,54,54,Left,Medium/Medium,,SUB,2019-02-05,2019,,,57,55,55,62,31,40,"Selfish, Crowd Favourite"
G. Harkin,31,180,80,Republic of Ireland,Finn Harps,54,54,Left,Low/Medium,,SUB,2014-01-01,2019,,,43,39,57,53,52,62,"Injury Prone, Giant Throw-in"
Jin Hui,31,183,81,China PR,Beijing Renhe FC,54,54,Right,High/Medium,,SUB,2018-01-07,2020,,,56,56,36,46,25,56,
H. Mnoga,17,185,78,England,Portsmouth,53,77,Right,Medium/Medium,,RES,2018-07-01,2020,,,73,32,42,52,47,63,
M. Dewhurst,18,189,70,England,Sheffield United,53,76,Right,Medium/Medium,,RES,2018-07-01,2020,,,,,,,,,
J. Ramsey,18,180,70,England,Aston Villa,53,76,Right,High/Low,,RES,2017-07-01,2022,,,60,38,55,53,40,46,
P. Đurin,18,185,80,Croatia,Portsmouth,53,75,Right,Medium/Medium,,RES,2018-07-30,2020,,,,,,,,,
J. Northcott,17,162,60,Scotland,St. Johnstone FC,53,75,Right,Medium/Medium,,SUB,2018-07-01,2020,,,71,49,44,58,25,27,
E. McCue,18,192,84,Sweden,Houston Dynamo,53,74,Right,Low/Medium,,RES,2018-10-30,2022,,,52,25,37,33,51,64,
L. Buchanan,18,175,73,England,Derby County,53,74,Left,Medium/Medium,,RES,2018-07-01,2020,,,65,34,35,43,52,56,
J. Knight,18,173,72,Republic of Ireland,Derby County,53,74,Right,Medium/Medium,,RES,2019-07-01,2020,,,60,37,52,55,42,52,
F. Solimando,17,172,62,Switzerland,FC St. Gallen,53,74,Left,Medium/Low,,RES,2019-05-24,2021,,,68,42,46,63,27,39,
A. McCann,19,178,65,Scotland,St. Johnstone FC,53,73,Right,Medium/Medium,,SUB,2018-07-01,2022,,,59,39,51,50,47,55,
M. Rakoczy,17,171,64,Poland,Cracovia,53,73,Right,Medium/Medium,,RES,2018-02-09,2022,,,66,41,52,52,42,48,
M. Köstenbauer,17,186,78,Austria,FC Admira Wacker Mödling,53,73,Right,Medium/Medium,,RES,2018-07-01,2022,,,,,,,,,
J. Vazquez,18,180,66,Mexico,Real Salt Lake,53,73,Left,Medium/Medium,,RES,2018-10-06,2022,,,56,52,39,52,18,49,
P. Grave,18,193,93,Germany,VfL Bochum 1848,53,73,Right,Medium/Medium,,RES,2019-03-02,2022,,,,,,,,,
F. Brattbakk,19,180,73,Norway,Rosenborg BK,53,73,Right,Medium/Low,,SUB,2017-01-01,2023,,,69,53,38,49,20,49,
N. Jeck,17,193,81,Germany,FC Erzgebirge Aue,53,73,Right,Medium/Medium,,RES,2019-05-19,2020,,,60,24,31,39,52,63,
M. Fofana,18,185,65,Norway,Strømsgodset IF,53,73,Right,Medium/Medium,,SUB,2019-06-27,2021,,,75,51,37,52,16,50,
M. Deman,17,194,82,Belgium,KV Kortrijk,53,73,Right,Medium/Medium,,SUB,2019-07-01,2023,,,,,,,,,
D. Mistrafovic,18,186,78,Switzerland,FC Luzern,53,73,Right,Medium/Medium,,RES,2019-07-05,2022,,,56,35,45,51,50,64,
M. Burch,18,182,74,Switzerland,FC Luzern,53,73,Right,Medium/Medium,,SUB,2019-06-13,2022,,,61,23,28,35,51,63,
R. Darcy,18,175,70,England,Bolton Wanderers,53,73,Right,High/High,,CAM,2019-07-01,2020,,,62,47,44,54,20,48,
N. Nurmi,18,181,76,Finland,Esbjerg fB,53,72,Right,Medium/Medium,,SUB,2018-01-01,2022,,,59,24,41,48,50,55,
L. Arriaga,18,168,59,United States,Real Salt Lake,53,72,Right,Medium/Medium,,SUB,2018-11-28,2019,,,70,55,44,58,18,35,
H. McEvoy,17,180,78,Republic of Ireland,UCD AFC,53,72,Right,Medium/Medium,,SUB,2019-05-17,2023,,,57,38,42,48,51,55,
L. Fernandez,17,178,74,England,Stevenage,53,72,Right,Medium/Medium,,RES,2019-08-17,2023,,,60,23,30,41,49,64,
F. Preston,20,175,72,England,Sheffield Wednesday,53,71,Left,High/Medium,,RES,2016-10-28,2020,,,71,49,48,56,32,40,
H. Tangen,18,174,73,Norway,Viking FK,53,71,Right,Medium/Medium,,SUB,2017-07-09,2019,,,60,44,53,59,37,48,
M. Christiansen,18,197,80,Norway,Lillestrøm SK,53,71,Right,Medium/Medium,,SUB,2018-05-20,2021,,,,,,,,,
J. Dunn,18,185,76,Canada,Toronto FC,53,71,Right,Medium/Medium,,RES,2017-09-17,2019,,,50,26,31,31,53,59,
M. Al Shudukhi,20,170,54,Saudi Arabia,Al Raed,53,71,Right,Medium/Medium,,SUB,2018-07-01,2022,,,69,43,46,61,24,38,
L. Soldini,18,179,76,Switzerland,FC Lugano,53,71,Right,Medium/Medium,,RES,2018-10-07,2021,,,,,,,,,
D. Obbekjær,16,193,86,Denmark,Odense Boldklub,53,71,Right,Medium/Medium,,SUB,2019-04-01,2021,,,53,26,38,42,50,57,
J. Helliwell,17,169,70,England,Barnsley,53,71,Right,High/Medium,,RES,2018-07-01,2023,,,73,28,38,47,51,54,
E. Arslan,17,183,70,Germany,SV Darmstadt 98,53,71,Right,Medium/Medium,,RES,2019-07-01,2020,,,53,53,41,49,19,47,
T. Tushi,18,177,71,Switzerland,FC Basel 1893,53,71,Right,Medium/Medium,,RES,2019-07-01,2023,,,56,55,41,47,19,50,
D. Ściślak,19,177,71,Poland,Górnik Zabrze,53,71,Right,Medium/Low,,SUB,2019-07-01,2021,,,66,45,48,58,29,52,
K. Yao,20,185,78,England,Charlton Athletic,53,70,Right,Medium/Medium,,RES,2016-01-08,2020,,,53,24,31,30,54,59,
D. Happe,20,183,75,England,Leyton Orient,53,70,Right,Medium/Medium,,LCB,2017-01-01,2021,,,57,22,36,41,51,57,
C. Sangster,19,185,75,England,Plymouth Argyle,53,70,Right,Medium/Medium,,SUB,2017-07-01,2020,,,63,44,51,51,44,61,
K. McClean,20,184,69,Northern Ireland,St. Johnstone FC,53,70,Right,Medium/Medium,,SUB,2017-07-01,2022,,,66,44,54,61,39,47,
G. Nurse,20,178,72,England,Newport County,53,70,Left,High/Medium,,SUB,,2020,,,71,49,44,56,25,53,
M. Wolfe,19,185,75,England,Barnsley,53,70,Right,Medium/Medium,,RES,2017-10-13,2021,,,64,40,50,50,45,61,
M. Larsen,19,175,65,Norway,Odds BK,53,70,Left,Medium/Medium,,SUB,2017-03-06,2020,,,69,47,45,57,29,38,
J. Borquez,19,176,83,Chile,Deportes Iquique,53,70,Right,Medium/Medium,,RES,2018-03-18,2022,,,,,,,,,
J. Mortensen,18,179,68,Denmark,Esbjerg fB,53,70,Right,Medium/Medium,,SUB,2018-08-19,2021,,,68,28,43,51,49,50,
J. Pukaj,19,191,83,Switzerland,FC Basel 1893,53,70,Right,Medium/Medium,,SUB,2018-08-30,2021,,,,,,,,,
D. Walker-Rice,18,178,70,England,Tranmere Rovers,53,70,Right,Medium/Medium,,RES,2018-04-24,2020,,,74,46,46,56,27,48,
E. Holm,19,191,83,Sweden,IFK Göteborg,53,70,Right,Medium/Medium,,SUB,2018-12-04,2021,,,60,27,44,48,49,64,
K. Oshiro,18,180,72,Japan,Urawa Red Diamonds,53,70,Right,Low/High,,RES,2019-01-01,2022,,,55,20,32,36,50,55,
O. Antman,17,175,65,Finland,FC Nordsjælland,53,70,Right,High/Medium,,SUB,2019-02-16,2024,,,66,36,51,60,33,46,
F. Mambimbi,18,170,65,Switzerland,BSC Young Boys,53,70,Right,Medium/Medium,,RES,2019-01-30,2022,,,72,55,45,57,25,36,
P. Vogt,19,175,70,Norway,Stabæk Fotball,53,70,Right,Medium/Medium,,SUB,2019-01-01,2019,,,67,28,39,52,51,57,
P. Bjur,19,180,75,Denmark,Brøndby IF,53,70,Left,Medium/Medium,,SUB,2019-07-01,2020,,,69,41,46,59,40,55,
D. Ontuzans,19,173,69,Latvia,Bayern München II,53,70,Right,Medium/Medium,,SUB,2019-07-01,2021,,,74,44,48,61,30,48,
N. Alexandersson,17,179,67,Sweden,IFK Göteborg,53,70,Right,High/Low,,SUB,2019-06-10,2022,,,67,43,46,58,33,40,
P. Wiese,18,175,65,Germany,FC Hansa Rostock,53,70,Right,High/Medium,,SUB,2019-07-01,2020,,,67,20,41,54,47,48,
N. Jaby,18,175,68,France,Clermont Foot 63,53,70,Left,Medium/Medium,,RES,2019-05-29,2022,,,70,46,53,51,50,47,
J. Odehnal,17,188,80,Austria,SCR Altach,53,70,Right,Medium/Medium,,RES,2019-07-11,2021,,,,,,,,,
O. Gorin,19,184,75,Ukraine,Jagiellonia Białystok,53,70,Right,Medium/Medium,,RES,2019-07-11,2023,,,65,38,45,52,49,62,
M. Bogacz,18,188,78,Poland,Zagłębie Lubin,53,70,Left,Medium/Medium,,SUB,2019-07-17,2023,,,67,27,35,47,53,59,
